,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,"SALE
PRICE",SALE DATE,lnprice
2075,CLINTON,23  LOFT BUILDINGS,4,1064,5,L8, 451 WEST 54TH   STREET                    ,10019,1,1,2,2460,6352,1920,4, L8 ,6850000,2013-05-29,15.7397592102
2076,CLINTON,23  LOFT BUILDINGS,4,1086,48,L9, 530 WEST 58TH   STREET                    ,10019,0,2,2,5021,9900,1925,4, L9 ,17000000,2013-04-19,16.648723902
2112,CLINTON,29  COMMERCIAL GARAGES,4,1072,59,G9, 558 WEST 44TH STREET                      ,10036,0,2,2,2712,5400,1940,4, G9 ,5000000,2012-08-16,15.4249484704
2116,CLINTON,29  COMMERCIAL GARAGES,4,1094,44,G9, 618 WEST 47TH   STREET                    ,10036,0,1,1,10000,4511,1940,4, G9 ,10515000,2013-10-01,16.1683133671
2118,CLINTON,30  WAREHOUSES,4,1072,50,E9, 546 WEST 44TH   STREET                    ,10036,0,1,1,27616,22500,1950,4, E9 ,50000000,2012-06-12,17.7275335634
2120,CLINTON,30  WAREHOUSES,4,1078,7,E1, 547 WEST 49TH STREET                      ,10019,0,1,1,2475,4000,1950,4, E1 ,4600000,2012-12-31,15.3415668615
2121,CLINTON,30  WAREHOUSES,4,1094,25,E9, 609-611 WEST 46TH STREET                  ,10036,0,2,2,4775,19100,1920,4, E9 ,12510000,2012-01-11,16.3420388824
2123,EAST VILLAGE,01  ONE FAMILY HOMES,1,466,46,A7, 123 EAST 10TH   STREET                    ,10003,1,0,1,1324,3225,1899,1, A7 ,6250000,2012-02-08,15.6480920217
2124,EAST VILLAGE,02  TWO FAMILY HOMES,1,436,1,S2, 138 1 AVENUE                              ,10009,2,1,3,1200,3360,1900,1, S2 ,635000,2012-01-08,13.3613802779
2127,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2,434,16,C7, 104 EAST 7TH   STREET                     ,10009,16,2,18,2271,8236,1900,2, C7 ,2850000,2012-11-15,14.8628295522
2129,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2,435,53,C4, 99 EAST 7TH STREET                        ,10009,15,0,15,2567,9820,1930,2, C4 ,5100000,2012-10-24,15.4447510977
2130,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2,436,22,C4, 426 EAST 9TH   STREET                     ,10009,20,0,20,2348,9745,1900,2, C4 ,5850000,2012-11-09,15.5819522192
2131,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2,436,41,C7, 111 ST. MARKS PLACE                       ,10009,10,2,12,2348,6115,1900,2, C7 ,4350000,2013-08-01,15.2856864031
2132,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2,436,42,C7, 109 ST MARK'S PLACE                       ,10009,25,1,26,2348,10386,1920,2, C7 ,7000000,2012-09-08,15.761420707
2133,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2,437,35,C7, 435 EAST 9TH STREET                       ,10009,14,2,16,2306,7413,1900,2, C7 ,4950000,2012-08-30,15.4148981345
2134,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2B,438,30,C7, 167 AVENUE A                              ,10009,8,1,9,2225,9030,1910,2, C7 ,7715462,2013-01-31,15.8587369253
2135,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2B,438,31,C5, 165 AVENUE A                              ,10009,9,1,10,2225,9115,1910,2, C5 ,8572735,2013-01-31,15.9640973762
2136,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2,438,44,C7, 267 EAST 10TH STREET                      ,10009,18,2,20,2369,8100,1920,2, C7 ,5650000,2012-08-30,15.5471661031
2137,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2,440,27,C1, 438 EAST 13TH   STREET                    ,10009,20,0,20,2504,9135,1900,2, C1 ,8600000,2012-11-15,15.9672727612
2139,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2,440,42,C7, 435 EAST 12TH   STREET                    ,10009,20,1,21,2504,9335,1900,2, C7 ,5914167,2013-01-31,15.5928612171
2140,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2,441,35,C7, 211 AVENUE A                              ,10009,35,3,38,5171,23984,1900,2, C7 ,15318662,2013-01-31,16.5445823816
2141,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2,443,54,C1, 46 EAST 1ST STREET                        ,10003,24,0,24,2424,8556,1910,2, C1 ,5400000,2013-08-01,15.5019095115
2143,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2,445,25,C1, 118 EAST 4TH STREET                       ,10003,24,0,24,2404,8270,1900,2, C1 ,6666666,2013-09-04,15.7126304429
2144,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2,445,26,C1, 120-122 EAST 4TH STREET                   ,10003,48,0,48,4808,17443,1900,2, C1 ,13333333,2013-09-04,16.4057776984
2145,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2,445,37,C7, 99 EAST 3RD   STREET                      ,10003,10,1,11,962,3848,1910,2, C7 ,6000000,2013-01-31,15.6072700272
2147,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2B,447,15,C7, 318 EAST 6TH STREET                       ,10003,8,1,9,2425,6822,1900,2, C7 ,5100000,2012-08-30,15.4447510977
2148,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2A,448,45,C2, 321 E 6TH STREET                          ,10003,5,0,5,1635,3488,1910,2, C2 ,1600000,2012-10-17,14.2855141872
2149,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2B,449,31,C7, 129 1 AVENUE                              ,10003,8,2,10,1225,5390,1900,2, C7 ,4653771,2013-01-31,15.3531884166
2150,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2B,449,40,C7, 83 EAST 7TH   STREET                      ,10003,8,1,9,2438,7677,1900,2, C7 ,4400000,2012-11-15,15.2971150989
2152,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2B,450,30,C7, 143 1 AVENUE                              ,10003,8,2,10,2342,5980,1900,2, C7 ,5041585,2013-01-31,15.4332310747
2153,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2B,451,25,C7, 228 EAST 10TH   STREET                    ,10003,9,1,10,2300,6928,1900,2, C7 ,4200000,2013-06-25,15.2505950833
2155,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2B,451,44,C7, 335 EAST 9TH   STREET                     ,10003,8,2,10,2306,6510,1900,2, C7 ,20250000,2013-03-14,16.8236653515
2163,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2,452,17,C7, 318 EAST 11TH STREET                      ,10003,16,2,18,2369,10392,1900,2, C7 ,7000000,2012-08-30,15.761420707
2164,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2,452,26,C7, 338 EAST 11TH   STREET                    ,10003,19,2,21,2369,9125,1900,2, C7 ,8342623,2013-01-31,15.9368882333
2165,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2,452,27,C7, 340 EAST 11TH   STREET                    ,10003,16,2,18,2369,9515,1900,2, C7 ,5133921,2013-01-31,15.4513802527
2169,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2B,463,51,C7, 13 EAST 7TH   STREET                      ,10003,8,2,10,1950,7280,1900,2, C7 ,3900000,2012-09-28,15.1764871111
2170,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2A,465,109,C3, 104 EAST 10TH STREET                      ,10003,4,0,4,900,2880,1910,2, C3 ,3500000,2013-02-19,15.0682735265
2171,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2,467,20,C5, 222 EAST 12TH STREET                      ,10003,23,0,23,2485,5226,1910,2, C5 ,2545000,2012-12-13,14.749641208
2173,EAST VILLAGE,07  RENTALS - WALKUP APARTMENTS,2,468,45,C5, 233 EAST 12TH STREET                      ,10003,22,0,22,2633,10746,1930,2, C5 ,2796140,2013-01-01,14.8437504526
2174,EAST VILLAGE,08  RENTALS - ELEVATOR APARTMENTS,2,468,46,D9, 229 EAST 12TH   STREET                    ,10003,35,0,35,4037,27215,1920,2, D9 ,16000000,2012-12-13,16.5880992802
2286,EAST VILLAGE,14  RENTALS - 4-10 UNIT,2B,429,34,S5, 23 AVENUE A                               ,10009,6,1,7,1230,4388,1920,2, S5 ,4459864,2013-01-31,15.3106288303
2287,EAST VILLAGE,14  RENTALS - 4-10 UNIT,2A,434,54,S4, 407 EAST 6TH   STREET                     ,10009,4,1,5,1945,4060,1900,2, S4 ,3605000,2012-12-14,15.0978323287
2288,EAST VILLAGE,14  RENTALS - 4-10 UNIT,2A,435,35,S4, 115 AVENUE A                              ,10009,4,1,5,2442,5450,1900,2, S4 ,3000000,2012-02-08,14.9141228466
2291,EAST VILLAGE,14  RENTALS - 4-10 UNIT,2A,439,28,S9, 191 AVENUE A                              ,10009,3,2,5,2695,10730,1900,2, S9 ,5526353,2013-01-31,15.5250386623
2293,EAST VILLAGE,14  RENTALS - 4-10 UNIT,2A,446,6,S9, 82 SECOND AVENUE                          ,10003,4,2,6,2400,4956,1920,2, S9 ,3160500,2012-12-19,14.9662408009
2294,EAST VILLAGE,14  RENTALS - 4-10 UNIT,2B,467,21,S5, 224 EAST 12TH   STREET                    ,10003,6,1,7,2485,8963,1910,2, S5 ,4000000,2013-04-30,15.2018049191
2319,EAST VILLAGE,22  STORE BUILDINGS,4,458,1,K9, 325 BOWERY                                ,10003,2,3,5,1787,6624,1900,4, K9 ,9250000,2013-06-21,16.0401341095
2320,EAST VILLAGE,22  STORE BUILDINGS,4,469,19,K9, 222 EAST 14TH   STREET                    ,10003,3,2,5,1652,5492,1900,4, K9 ,4100000,2013-04-04,15.2264975317
2323,EAST VILLAGE,29  COMMERCIAL GARAGES,4,464,20,G1, 220 EAST 9TH   STREET                     ,10003,0,1,1,7875,22460,1926,4, G1 ,3288828,2013-01-24,15.0060418283
2328,EAST VILLAGE,37  RELIGIOUS FACILITIES,4,439,26,M1, 436 EAST 12TH   STREET                    ,10009,0,2,2,13009,22298,1900,4, M1 ,41000000,2012-11-15,17.5290826247
2330,EAST VILLAGE,37  RELIGIOUS FACILITIES,4,459,1,M2, 347 BOWERY                                ,10003,0,1,1,4937,8308,1951,4, M2 ,19000000,2013-06-21,16.7599495371
2342,FASHION,01  ONE FAMILY HOMES,1,754,13,A4, 351 WEST 30TH STREET                      ,10001,1,0,1,1333,2028,1901,1, A4 ,1950000,2012-12-14,14.4833399305
2343,FASHION,07  RENTALS - WALKUP APARTMENTS,2,778,3,C4, 368 8 AVENUE                              ,10001,11,0,11,2635,9400,1890,2, C4 ,2985000,2012-01-11,14.9091103048
2477,FASHION,14  RENTALS - 4-10 UNIT,2A,779,7,S3, 257 WEST 29TH   STREET                    ,10001,3,1,4,2467,5358,1920,2, S3 ,6250000,2013-02-20,15.6480920217
2478,FASHION,14  RENTALS - 4-10 UNIT,2A,833,27,S9, 23 WEST 31ST   STREET                     ,10001,4,2,6,2469,8797,1925,2, S9 ,4000000,2013-01-05,15.2018049191
2479,FASHION,14  RENTALS - 4-10 UNIT,2A,833,27,S9, 23 WEST 31ST   STREET                     ,10001,4,2,6,2469,8797,1925,2, S9 ,1850000,2013-01-05,14.4306961971
2480,FASHION,14  RENTALS - 4-10 UNIT,2B,841,12,S9, 49 WEST 39TH   STREET                     ,10018,5,3,8,2063,9660,1910,2, S9 ,5949162,2013-11-01,15.5987609273
2483,FASHION,21  OFFICE BUILDINGS,4,785,73,O3, 256 WEST 36TH   STREET                    ,10018,0,7,7,3514,35000,1917,4, O3 ,17750226,2012-10-17,16.6919088062
2484,FASHION,21  OFFICE BUILDINGS,4,786,23,O9, 229 WEST 36TH   STREET                    ,10018,0,15,15,11406,130000,1921,4, O9 ,64850000,2012-12-27,17.9875874687
2487,FASHION,21  OFFICE BUILDINGS,4,805,22,O2, 129 WEST 29TH   STREET                    ,10001,0,16,16,7252,85869,1911,4, O2 ,54000000,2012-07-08,17.8044946045
2489,FASHION,21  OFFICE BUILDINGS,4,815,21,O3, 104 WEST40TH STREET                       ,10018,0,29,29,15375,173108,1962,4, O3 ,103000000,2012-12-12,18.4502395462
2492,FASHION,22  STORE BUILDINGS,4,778,31,K9, 215 WEST 28TH STREET                      ,10001,1,1,2,2456,7603,1920,4, K9 ,9000000,2012-12-13,16.0127351353
2495,FASHION,22  STORE BUILDINGS,4,784,34,K9, 211 WEST 34TH   STREET                    ,10001,0,1,1,2370,6294,1920,4, K9 ,17500000,2012-12-21,16.6777114389
2497,FASHION,22  STORE BUILDINGS,4,806,3,K9, 365 7 AVENUE                              ,10001,0,4,4,3150,10962,1924,4, K9 ,4496000,2013-06-02,15.3186986706
2504,FASHION,22  STORE BUILDINGS,4,815,49,K9, 1420 BROADWAY                             ,10018,0,4,4,2286,6049,1920,4, K9 ,10273444,2012-10-15,16.1450728714
2505,FASHION,22  STORE BUILDINGS,4,831,68,K9, 1227 BROADWAY                             ,10001,0,7,7,2569,8584,1920,4, K9 ,16000000,2012-11-20,16.5880992802
2506,FASHION,22  STORE BUILDINGS,4,840,42,K3, 424 5 AVENUE                              ,10018,0,9,9,46500,662729,1920,4, K3 ,53256000,2012-11-26,17.7906210323
2508,FASHION,22  STORE BUILDINGS,4,841,13,K1, 47 WEST 39TH   STREET                     ,10018,0,1,1,2063,1951,1925,4, K1 ,3800000,2012-09-24,15.1505116247
2509,FASHION,23  LOFT BUILDINGS,4,763,18,L1, 329-333 WEST 39TH STREET                  ,10018,0,10,10,7357,93661,1929,4, L1 ,3200000,2013-06-26,14.9786613678
2510,FASHION,23  LOFT BUILDINGS,4,763,46,L8, 308 WEST 40TH   STREET                    ,10018,0,4,4,2469,6219,1930,4, L8 ,1300000,2012-05-12,14.0778748224
2516,FASHION,23  LOFT BUILDINGS,4,804,53,L8, 122 WEST 29TH   STREET                    ,10001,0,2,2,2469,8995,1920,4, L8 ,4600000,2012-08-15,15.3415668615
2517,FASHION,23  LOFT BUILDINGS,4,831,52,L8, 22 WEST 30TH   STREET                     ,10001,4,2,6,2469,9745,1910,4, L8 ,6750000,2012-06-09,15.7250530628
2521,FASHION,23  LOFT BUILDINGS,4,834,21,L8, 37 WEST 32ND   STREET                     ,10001,0,5,5,2469,7895,1915,4, L8 ,14000000,2013-07-06,16.4545678876
2522,FASHION,23  LOFT BUILDINGS,4,838,83,L8, 62 WEST 37TH STREET                       ,10018,3,3,6,2123,7392,1910,4, L8 ,5886500,2012-12-17,15.5881721515
2523,FASHION,23  LOFT BUILDINGS,4,839,37,L1, 1 WEST 37TH STREET                        ,10018,0,9,9,4938,50047,1912,4, L1 ,25500000,2012-12-28,17.0541890101
2524,FASHION,23  LOFT BUILDINGS,4,839,66,L8, 34 WEST 38TH   STREET                     ,10018,0,9,9,2271,12430,1920,4, L8 ,13500000,2013-01-16,16.4182002434
2529,FASHION,23  LOFT BUILDINGS,4,839,67,L8, 36 WEST 38TH   STREET                     ,10018,0,7,7,2074,11394,1920,4, L8 ,6625000,2012-09-08,15.7063609298
2532,FASHION,23  LOFT BUILDINGS,4,840,26,L8, 27 WEST 38TH   STREET                     ,10018,0,4,4,2173,7600,1930,4, L8 ,3312500,2012-09-08,15.0132137493
2533,FASHION,23  LOFT BUILDINGS,4,840,27,L8, 25 WEST 38TH   STREET                     ,10018,0,6,6,2074,14000,1930,4, L8 ,11826000,2012-12-17,16.2858110554
2535,FASHION,23  LOFT BUILDINGS,4,840,27,L8, 25 WEST 38TH   STREET                     ,10018,0,6,6,2074,14000,1930,4, L8 ,3312500,2012-09-08,15.0132137493
2536,FASHION,23  LOFT BUILDINGS,4,840,34,L8, 13 WEST 38TH   STREET                     ,10018,0,3,3,1852,7517,1930,4, L8 ,4600000,2012-12-27,15.3415668615
2538,FASHION,25  LUXURY HOTELS,4,837,74,H2, 52-56 WEST 36TH   STREET                  ,10018,0,1,1,5925,79000,2010,4, H2 ,77213730,2013-03-14,18.1620878489
2539,FASHION,26  OTHER HOTELS,4,754,18,H9, 341 WEST 30TH STREET                      ,10001,0,1,1,2271,3748,1920,4, H9 ,3000000,2013-06-19,14.9141228466
2545,FASHION,29  COMMERCIAL GARAGES,4,759,26,G2, 325 WEST 35TH   STREET                    ,10001,0,1,1,1760,1760,1940,4, G2 ,13400000,2012-12-18,16.4107652649
2546,FASHION,29  COMMERCIAL GARAGES,4,759,55,G1, 320 WEST 36TH   STREET                    ,10018,0,1,1,8145,24686,1958,4, G1 ,20100000,2012-12-18,16.816230373
2554,FASHION,29  COMMERCIAL GARAGES,4,838,10,G1, 59-61 WEST 36TH STREET                    ,10018,0,1,1,8690,17380,1950,4, G1 ,28500000,2012-12-17,17.1654146452
2571,FINANCIAL,07  RENTALS - WALKUP APARTMENTS,2,53,36,C7, 106 GREENWICH STREET                      ,10006,16,2,18,2796,10950,1900,2, C7 ,5700000,2013-05-16,15.5559767328
3035,FINANCIAL,14  RENTALS - 4-10 UNIT,2B,11,10,S5, 20 BEAVER STREET                          ,10004,6,1,7,1701,6770,1900,2, S5 ,4500000,2012-12-20,15.3195879547
3037,FINANCIAL,14  RENTALS - 4-10 UNIT,2A,64,5,S3, 53 NASSAU STREET                          ,10005,3,1,4,915,4134,1900,2, S3 ,2000000,2012-12-20,14.5086577385
3038,FINANCIAL,14  RENTALS - 4-10 UNIT,2A,64,24,S4, 16 MAIDEN LANE                            ,10038,4,1,5,1013,4420,1900,2, S4 ,3000000,2012-12-20,14.9141228466
3039,FINANCIAL,14  RENTALS - 4-10 UNIT,2A,64,25,S4, 8 LIBERTY PLACE                           ,10005,4,1,5,1013,5065,1900,2, S4 ,3000000,2012-12-20,14.9141228466
3040,FINANCIAL,14  RENTALS - 4-10 UNIT,2A,65,22,S3, 20 JOHN STREET                            ,10038,3,1,4,1607,5460,1920,2, S3 ,4000000,2012-12-20,15.2018049191
3047,FINANCIAL,21  OFFICE BUILDINGS,4,46,3,O3, 100 BROADWAY                              ,10005,0,1,1,14950,364390,1922,4, O3 ,150000000,2013-08-13,18.8261458521
3049,FINANCIAL,21  OFFICE BUILDINGS,4,51,1,O3, 2 RECTOR STREET                           ,10006,0,10,10,17626,400294,1907,4, O3 ,140000000,2013-11-06,18.7571529806
3050,FINANCIAL,21  OFFICE BUILDINGS,4,51,14,O2, 123 GREENWICH STREET                      ,10006,0,2,2,9067,89840,1900,4, O2 ,87500000,2012-07-09,18.2871493513
3051,FINANCIAL,21  OFFICE BUILDINGS,4,70,32,O4, 180 WATER STREET                          ,10038,0,5,5,23555,453857,1971,4, O4 ,151000000,2013-07-26,18.8327903948
3053,FINANCIAL,22  STORE BUILDINGS,4,53,38,K9, 98 GREENWICH STREET                       ,10006,7,2,9,4537,22600,1929,4, K9 ,19000000,2012-12-19,16.7599495371
3054,FINANCIAL,22  STORE BUILDINGS,4,64,20,K9, 8 MAIDEN LANE                             ,10038,0,1,1,1860,6064,1900,4, K9 ,5600000,2013-07-30,15.5382771557
3055,FINANCIAL,22  STORE BUILDINGS,4,64,21,K9, 10 MAIDEN LANE                            ,10038,0,3,3,3241,13709,1930,4, K9 ,7100000,2012-08-22,15.775605342
3056,FINANCIAL,22  STORE BUILDINGS,4,65,2,K9, 63 NASSAU STREET                          ,10038,0,5,5,1065,4905,1920,4, K9 ,3400000,2012-11-20,15.0392859896
3057,FINANCIAL,22  STORE BUILDINGS,4,78,45,K9, 120 FULTON STREET                         ,10038,4,4,8,4133,15600,1900,4, K9 ,14000000,2012-12-27,16.4545678876
3081,FLATIRON,07  RENTALS - WALKUP APARTMENTS,2B,821,19,C7, 37 WEST 19TH   STREET                     ,10011,7,1,8,2300,14600,1910,2, C7 ,10215018,2012-08-30,16.1393695483
3083,FLATIRON,07  RENTALS - WALKUP APARTMENTS,2,851,32,C5, 41-43 EAST 22ND STREET                    ,10010,24,2,26,4938,20500,1900,2, C5 ,35250000,2013-07-06,17.3779760872
3084,FLATIRON,08  RENTALS - ELEVATOR APARTMENTS,2,850,24,D9, 31 EAST 21ST STREET                       ,10010,18,1,19,2419,8300,1900,2, D9 ,2769455,2013-01-01,14.8341611079
3235,FLATIRON,11A CONDO-RENTALS,2,822,1502,RR, 21 WEST 20TH   STREET                     ,10011,12,0,12,9200,36491,1927,2, RR ,9750000,2013-11-01,16.092777843
3537,FLATIRON,14  RENTALS - 4-10 UNIT,2B,828,24,S9, 111/2 WEST 26TH   STREET                  ,10010,6,3,9,1641,6139,1905,2, S9 ,4400000,2012-11-12,15.2971150989
3538,FLATIRON,14  RENTALS - 4-10 UNIT,2B,829,47,S9, 10 WEST 28TH STREET                       ,10001,6,2,8,2469,8031,1930,2, S9 ,5980000,2013-06-14,15.6039311259
3560,FLATIRON,21  OFFICE BUILDINGS,4,822,58,O9, 30 WEST 21ST   STREET                     ,10010,0,12,12,6095,46566,1907,4, O9 ,38500000,2013-06-20,17.4661687993
3563,FLATIRON,21  OFFICE BUILDINGS,4,828,39,O9, 224 5 AVENUE                              ,10001,0,3,3,2800,13517,1980,4, O9 ,10000000,2012-09-20,16.118095651
3564,FLATIRON,21  OFFICE BUILDINGS,4,829,42,O3, 246 FIFTH AVENUE                          ,10001,0,47,47,5650,32049,1920,4, O3 ,12466025,2012-10-19,16.3385175018
3567,FLATIRON,21  OFFICE BUILDINGS,4,849,63,O5, 912 BROADWAY                              ,10010,0,39,39,5475,97500,1916,4, O5 ,58500000,2013-02-22,17.8845373122
3571,FLATIRON,21  OFFICE BUILDINGS,4,857,38,O3, 386 PARK AVENUE SOUTH                     ,10016,0,60,60,10350,232133,1927,4, O3 ,111500000,2012-09-28,18.5295351489
3572,FLATIRON,22  STORE BUILDINGS,4,823,6,K2, 57 WEST 21 STREET                         ,10010,0,2,2,2272,5238,1936,4, K2 ,4176000,2012-01-11,15.2448644085
3575,FLATIRON,22  STORE BUILDINGS,4,829,64,K1, 36 WEST 28TH   STREET                     ,10001,0,1,1,2472,3216,1983,4, K1 ,5000000,2012-08-16,15.4249484704
3581,FLATIRON,23  LOFT BUILDINGS,4,820,1,L8, 620 AVENUE OF THE AMER                    ,10011,0,7,7,88940,538213,1900,4, L8 ,45000000,2012-04-10,17.6221730477
3582,FLATIRON,23  LOFT BUILDINGS,4,820,1,L8, 620 AVENUE OF THE AMER                    ,10011,0,7,7,88940,538213,1900,4, L8 ,11250000,2012-04-10,16.2358786866
3583,FLATIRON,23  LOFT BUILDINGS,4,820,1,L8, 620 AVENUE OF THE AMER                    ,10011,0,7,7,88940,538213,1900,4, L8 ,78750000,2012-04-10,18.1817888357
3584,FLATIRON,23  LOFT BUILDINGS,4,820,1,L8, 620 AVENUE OF THE AMER                    ,10011,0,7,7,88940,538213,1900,4, L8 ,15300000,2012-04-10,16.5433633864
3585,FLATIRON,23  LOFT BUILDINGS,4,820,1,L8, 620 AVENUE OF THE AMER                    ,10011,0,7,7,88940,538213,1900,4, L8 ,4050000,2012-04-10,15.2142274391
3586,FLATIRON,23  LOFT BUILDINGS,4,820,1,L8, 620 AVENUE OF THE AMER                    ,10011,0,7,7,88940,538213,1900,4, L8 ,70650000,2012-04-10,18.0732486671
3587,FLATIRON,23  LOFT BUILDINGS,4,822,69,L9, 52 WEST 21ST STREET                       ,10010,3,2,5,1392,4915,1910,4, L9 ,4400000,2013-06-02,15.2971150989
3589,FLATIRON,23  LOFT BUILDINGS,4,826,19,L2, 27 WEST 24TH STREET                       ,10010,0,18,18,9875,94075,1907,4, L2 ,55500000,2012-12-17,17.8318935787
3591,FLATIRON,23  LOFT BUILDINGS,4,826,57,L2, 24 WEST 25TH   STREET                     ,10010,0,1,1,9875,103754,1911,4, L2 ,55400000,2013-02-22,17.8300901517
3593,FLATIRON,23  LOFT BUILDINGS,4,826,65,L2, 40 WEST 25TH   STREET                     ,10010,0,14,14,10221,104630,1913,4, L2 ,55600000,2013-02-22,17.8336937592
3595,FLATIRON,23  LOFT BUILDINGS,4,828,13,L9, 31 WEST 26TH   STREET                     ,10010,4,1,5,2469,8970,1920,4, L9 ,5600000,2012-06-12,15.5382771557
3598,FLATIRON,23  LOFT BUILDINGS,4,829,38,L8, 240 5 AVENUE                              ,10001,0,1,1,2817,11352,1915,4, L8 ,7700000,2012-01-10,15.8567308868
3599,FLATIRON,23  LOFT BUILDINGS,4,829,39,L8, 242 FIFTH AVENUE                          ,10001,0,1,1,2500,8100,1922,4, L8 ,10275000,2012-12-19,16.1452243183
3601,FLATIRON,26  OTHER HOTELS,4,857,7,H9, 7 EAST 27TH   STREET                      ,10016,0,3,3,5591,53038,1927,4, H9 ,17000000,2012-12-17,16.648723902
3618,GRAMERCY,01  ONE FAMILY HOMES,1,875,11,A4, 111 EAST 19TH STREET                      ,10003,1,1,1,1250,3520,1910,1, A4 ,5750000,2013-08-08,15.5647104128
3619,GRAMERCY,01  ONE FAMILY HOMES,1,898,22,A4, 239 EAST 17TH   STREET                    ,10003,1,0,1,1794,4590,1910,1, A4 ,3712050,2012-12-26,15.1270948426
